0,1,2,3,4,5,6,7,8,9,10,11,12,label,filename
-243.03798,91.2658,-8.473304,32.473392,-6.334017,6.426164,1.2902668,-4.779224,-1.9717321,-9.654208,-1.825017,-1.3844746,-7.226051,democratic republic of congo,kiswahili4
-288.87363,109.02549,-18.821953,47.918427,-4.757578,8.0912075,-15.906676,-15.219121,-9.765107,-7.7443256,-12.335867,-5.3225627,1.8950758,uk,english217
-283.13898,104.025795,4.883791,30.798471,3.051019,11.980704,0.47518343,-1.8269117,3.4087725,-0.6885548,-5.470648,-0.13263157,-2.2986565,israel,hebrew3
-294.00873,103.4752,13.331843,36.36275,20.297081,10.788171,10.733684,-0.095632,-20.955786,-4.9490333,-2.6134815,-3.109596,-1.3675735,singapore,mandarin12
-226.01889,75.58064,-38.695667,19.306765,3.023273,-8.501042,-4.582514,-8.26577,-10.396567,5.2220373,-14.915627,3.1866965,-3.634067,greece,greek8
-413.2416,67.13355,9.130433,14.177468,-9.145259,-18.651096,1.4918733,-7.9463677,-11.501123,-7.151932,-16.806322,-8.935943,-11.430813,afghanistan,dari5
-302.96143,116.6272,26.438059,39.631596,18.739542,-4.9175506,10.435776,5.256143,-10.105319,1.0697118,-2.5654368,4.46613,2.9987402,turkey,turkish4
-357.2727,76.38839,-12.153699,21.96131,14.5895405,-21.917622,-20.00404,-19.68436,-10.857901,-2.6679723,-13.914541,-3.3631592,-10.732921,chile,spanish111
-285.46716,87.557236,28.189688,27.365404,11.726089,0.71171254,-4.401,2.9422247,-7.918076,3.6487558,-13.497019,-0.48036507,-6.1444674,israel,hebrew4
-288.98184,79.86382,14.878106,14.937703,10.96066,-7.5881844,-19.667597,7.074251,-3.405219,0.7966096,-10.6378565,-0.6231373,-3.5070248,usa,english506
-321.30988,63.20961,-12.91237,18.457687,-6.6772003,-21.52575,1.3256053,-13.848752,-14.815038,-0.5928818,-12.107351,-1.3055153,-10.646008,usa,english330
-293.5568,88.66288,-14.504961,39.39916,4.3932357,-2.0752904,-31.187252,-24.90625,-7.949088,-3.9037457,-3.7824736,-4.1236596,-7.5276756,usa,english453
-281.55453,79.528824,19.465508,34.764156,10.808784,12.4855995,4.0795774,-6.0690584,-4.0823913,-10.242626,-5.809939,2.7863784,-6.28767,china,xiang3
-338.8104,75.62372,-14.545857,18.645681,12.678315,-4.8130484,-7.9141636,12.869463,-4.4342203,7.5750036,7.5611725,0.9410194,5.481441,usa,english205
-332.06946,84.948875,1.1900979,11.869916,-6.3673244,-7.495603,-14.554854,2.1761281,-2.5319662,-1.3945659,4.1559033,-0.6211883,-13.305026,taiwan,taiwanese4
-322.9176,102.545,-14.985892,33.600887,-1.9609693,15.407504,-21.48344,-9.829335,-6.2170105,-10.304798,-10.815744,-11.32693,-4.2880063,madagascar,malagasy1
-264.8044,85.7682,10.206866,24.757511,12.978306,11.433451,-9.938147,18.87841,-10.59624,11.29722,-2.000857,-2.5938692,0.49747965,usa,english51
-338.32477,88.79474,-2.6760893,28.375042,-0.052159157,19.431864,-8.377514,4.6922812,-13.547284,-0.74158704,-7.950018,-10.191847,-1.5282675,bolivia,spanish88
-277.05396,108.291824,-13.515851,43.31814,-1.3043686,11.852871,-20.301573,-2.345712,0.5175942,-1.7558457,-0.01433691,-5.7570753,2.652911,usa,english386
-343.27112,127.14982,1.5163231,28.183422,-0.8084475,-1.3576506,-2.2676342,6.7711825,-13.851552,-6.499816,-1.4237415,-1.2660742,1.841001,honduras,garifuna2
-309.1197,86.9938,-14.038784,19.296925,2.9002695,-0.27991754,1.7068695,-16.563784,-6.798955,-6.707833,-3.7184143,6.147689,-4.992005,iran,farsi6
-267.63226,102.12539,0.39776233,32.662094,11.049896,10.954054,5.4060264,1.521359,-1.6115589,2.5225775,-3.9521143,1.5746295,0.10700275,canada,english240
-284.12692,132.30888,-22.09319,15.774279,31.546108,6.3343725,-14.084281,17.0617,-10.972803,-7.820777,14.984463,0.2306654,0.04922804,usa,english517
-256.26443,108.25481,4.7565465,31.573563,12.167141,5.431845,-27.820597,2.2490573,1.727257,-7.624908,0.1614624,7.831774,4.0351696,usa,english181
-346.50317,128.08224,4.8938313,21.941713,5.88797,-1.1229109,-0.9314074,-0.81440115,-7.493929,-6.559503,-2.398054,-1.5593324,-4.842911,colombia,spanish64
-235.95837,85.24582,4.8138046,22.002441,-4.816731,7.4537773,-4.9314237,-3.3808684,-2.2103167,-10.19224,2.3184426,5.700735,-4.7381387,sierra leone,krio1
-425.71436,44.61435,17.256168,36.066597,14.510928,6.847414,-0.34297,5.2347884,7.0202413,4.782601,0.462224,6.1920996,5.535479,portugal,portuguese46
-294.225,80.56208,-23.182833,18.961973,10.214951,-3.4132576,-3.2890067,-2.996949,-10.969865,2.2684052,-17.711752,-1.4192154,-4.7617645,usa,english171
-262.56757,48.62007,3.463012,38.76292,-4.5260215,8.177159,-3.1209636,-3.6765342,4.1786685,0.34385064,-0.08708356,3.9807174,-3.941931,malaysia,malay1
-280.69257,95.13892,41.296867,38.340145,21.72477,-0.5958467,11.283775,-2.0322552,-14.427432,3.0813017,1.2875062,-5.5694056,1.4981617,india,kannada1
-309.87305,85.949936,37.758804,34.1723,9.130901,11.22595,-18.351368,0.7872047,2.6759138,-7.194323,1.2951291,2.4721434,-3.331885,usa,english572
-345.02936,109.10041,-10.7993355,14.866654,-25.312656,-21.59714,-29.832031,-21.732388,-17.365301,-15.046096,-12.036322,-15.734829,-9.106696,belarus,belarusan2
-272.44843,121.537094,-11.275623,33.174034,-14.27901,26.233994,-14.508308,-1.2957941,2.480492,-13.739147,-4.39138,-2.1096354,-1.9303232,ghana,akan1
-275.12875,121.41835,-39.507988,7.1442513,-8.218169,11.332373,-42.887886,-1.6630383,-13.575708,-3.7767465,-0.48276532,-9.637821,-1.121636,germany,german32
-230.2942,68.03187,-13.716188,22.011347,1.6512535,-9.958089,-8.790778,-12.385355,-18.265646,-3.88081,-11.316441,-12.093373,-1.0126146,egypt,arabic86
-232.33205,20.184475,6.726744,28.557564,8.858711,8.865632,5.805461,0.002226355,4.9387026,12.077512,6.3183956,10.35563,7.054062,turkey,turkish15
-250.60722,65.69286,6.761364,24.956358,5.2364054,-2.7992833,-10.747424,-6.9476504,1.518932,-4.281905,-3.7216082,-0.69481504,-7.9433184,united arab emirates,arabic98
-266.65366,124.96378,13.023183,33.2393,15.281202,-6.6972084,6.447764,3.195796,-8.249439,-7.737233,-8.171709,-4.291411,-9.014224,taiwan,taiwanese1
-374.35117,101.7032,23.021149,-9.300039,4.959947,0.31520155,-17.70661,-1.1509231,0.15991002,0.2761101,3.8687935,3.6665063,2.2566643,china,naxi1
-245.84981,93.90647,8.538281,23.029741,8.385659,9.6506195,-6.9304566,9.56874,-2.5446446,0.35076764,-2.5720522,1.2624743,-0.7450346,italy,italian14
-366.9694,17.841288,12.194727,6.6320477,-13.826007,3.5384169,-28.658962,-2.499704,-25.925035,-2.4449098,-12.075104,-10.12355,-4.740583,taiwan,taiwanese8
-318.56555,63.409927,9.984494,31.141518,3.9003108,4.6042266,3.419721,-4.17135,-0.20656334,-7.79554,-2.8041341,-0.6342457,-8.438885,chad,sarua1
-301.5787,134.5489,-3.3381023,37.057804,-4.8757133,-3.1854627,-22.72057,0.076199174,-13.591929,-16.43716,-9.641191,-6.9110503,4.7120214,poland,polish12
-245.02272,69.56533,15.51737,37.211853,17.15682,18.738867,6.41852,8.758724,2.1227837,5.231561,6.3438134,5.3392596,3.1167564,uk,english145
-140.37354,31.944363,-2.165976,18.461706,-4.022565,-3.497811,-9.064681,3.606999,-7.275636,0.491901,-4.4755273,-0.8287215,-5.4499445,spain,spanish105
-333.8339,78.87989,-6.5707536,20.213196,-12.836598,-0.45927122,3.0837474,-14.771899,-9.861604,-15.38815,-3.1504946,-10.387906,-11.907113,pakistan,urdu2
-388.82916,74.008965,5.034084,22.23384,3.699811,-3.6632001,-28.21026,-8.701559,-7.4148054,-15.13626,-11.819999,-7.2697887,-5.5444613,jordan,arabic14
-225.59093,71.31305,5.035519,21.80951,3.4130144,2.1453457,-2.766792,-0.62128526,-4.84162,4.186005,-2.6883376,2.1494982,1.3144342,usa,english415
-321.185,94.0771,-37.36532,35.92231,-17.609814,-1.7244556,-15.496477,11.900417,-10.790096,-7.0328197,-1.8939761,-8.119497,7.4754543,malaysia,english122
-382.7299,142.12703,13.3697605,-11.448536,5.9311447,0.64976287,-7.956104,-2.1406507,3.0094543,1.2252027,-2.662644,-5.1275826,-2.0557978,usa,english554
-318.8789,126.45555,-11.143394,31.611305,-19.931997,-16.75439,1.950697,5.9147525,-26.6506,2.904032,-10.037429,-8.243831,2.1155908,bulgaria,bulgarian9
-307.70087,100.476524,33.135193,29.835775,8.33763,8.549594,-8.487361,1.6252817,2.792233,1.8832073,1.7619087,-1.791172,2.5454175,bosnia and herzegovina,bosnian7
-246.79765,132.4775,-6.5184064,42.892395,-1.4575316,0.28644282,-28.240309,-4.7213435,-25.828514,-16.783909,-2.2340174,-7.0115666,-0.2802762,pakistan,urdu10
-294.96817,99.61201,-23.794968,23.384012,7.9858255,-3.8021486,7.8626447,-11.558461,-6.585991,-8.273235,-7.128718,0.45383057,-4.512041,romania,hungarian3
-350.0452,122.18248,-6.337427,42.22931,-6.698592,-5.2884793,-16.894625,-0.12761772,-9.36858,-0.8258896,-6.507501,-3.0138469,-2.4813704,thailand,thai6
-267.01077,61.3874,32.96137,14.896395,-15.682728,23.93258,-6.3918486,7.1411695,-4.598284,-1.3549922,4.074998,3.014365,3.1178432,spain,catalan2
-200.91527,81.222115,-8.952643,22.384945,9.117478,0.97940123,-4.486907,0.62209684,-6.5354676,-2.6765745,-4.7698817,-4.4127197,-4.3721156,macedonia,macedonian7
-285.8676,130.1285,-6.916527,24.641748,-16.289726,-3.3287256,-15.317511,-9.916488,-4.3382773,-11.290818,-14.076006,-4.2259374,-2.6800241,austria,german14
-294.1895,55.837593,7.643458,12.928189,3.2881672,-14.401132,-20.234663,-16.067957,-12.659381,-18.24784,-22.962606,0.5727641,-13.367222,saudi arabia,arabic84
-361.84314,113.8963,-33.202652,12.992403,-6.6388,-15.021134,-4.644877,-1.9482697,-13.500769,-10.290187,-1.8452574,-9.52052,-4.823908,usa,english502
-250.81853,89.7039,18.92705,30.02337,20.966589,9.203638,-3.381794,10.113085,-9.066636,6.7043104,-0.07065866,3.158418,-0.21351403,ireland,english156
-294.6051,119.091774,10.52194,28.137651,18.452162,-4.6206274,-1.0548146,-4.178107,-6.6902113,-6.497192,-7.6904716,-4.291273,-5.601434,slovak republic,slovak2
-295.82578,104.407745,7.234168,26.242088,13.988084,4.0169873,-10.675107,-10.78551,-24.267841,-13.141353,-6.2004876,1.2775892,-12.79255,italy,italian28
-326.61703,84.35284,7.334771,3.9561753,-6.089734,-0.3981775,-14.50153,-28.325058,-5.8403406,-12.798742,-12.485445,-4.7892375,-8.581522,italy,italian32
-278.7748,82.48907,33.004272,16.935314,19.99982,-6.2725706,1.2876679,2.392894,-3.9437854,2.4389756,-5.6689153,1.3190241,-4.8309298,solomon islands,tagalog3
-351.34192,36.15652,-4.485359,20.803907,3.7782257,-14.264044,-24.465038,-8.150722,-9.044616,-7.3440976,-15.377569,6.1839495,-7.112401,northern mariana islands,carolinian1
-264.84714,130.50813,-3.408699,43.816906,-6.068116,-1.1527724,-7.150346,-7.472824,-0.9231412,-14.750443,-4.312566,-6.180188,-6.000302,usa,english216
-397.86017,43.07684,22.148008,28.584354,5.5581098,-16.549566,-14.24048,-5.5593953,-16.185802,-16.616257,-5.436963,3.2551625,-4.7717957,ethiopia,amharic8
-319.43085,129.6663,19.745869,39.3357,8.81191,-8.316842,11.915799,-1.9719917,-5.144976,0.07087803,-11.072968,0.7352478,-1.5495151,china,mandarin62
-288.70557,87.75845,-32.43153,49.39944,-31.065392,12.397952,-13.536502,-1.5098473,-2.848729,-3.3997521,0.42765874,-14.308876,5.3919,china,cantonese10
-271.98996,90.73763,13.081748,26.100887,13.775762,-1.392661,1.4418005,-5.038044,-5.783425,6.2873397,-8.523601,0.17104687,-9.670662,usa,english575
-297.9465,50.802177,19.207603,14.0303955,2.0492835,1.5115706,-17.669392,8.042214,-5.8754654,8.78114,-6.0013285,13.426934,-7.120574,china,mandarin59
-339.9546,69.42137,-6.008414,3.6489456,-4.325064,-7.808511,-9.678497,-2.4456527,-15.139185,-14.370911,-16.456364,-13.465174,-9.552188,kuwait,arabic87
-335.99014,48.694683,30.066683,48.780167,14.657094,30.09734,-9.068761,2.1575596,6.3135448,5.4180675,-17.122408,2.2224083,-11.4077835,belarus,belarusan1
-245.4971,107.72163,21.232882,24.582056,8.057145,-7.5628304,-2.157202,1.2446574,-4.774652,0.5127942,-2.6534278,-0.8385005,-4.3683143,italy,italian1
-326.68546,70.963554,5.1140823,20.829943,6.30953,-8.83423,-17.75256,-22.052433,-14.293379,-2.9044414,-25.033274,-5.154502,-11.314943,saudi arabia,arabic91
-420.58688,64.90195,9.292522,28.07853,6.97568,-3.8763635,-5.4301972,10.474395,4.4138317,10.820248,-1.5069487,7.495199,0.12948333,bulgaria,bulgarian11
-136.60913,96.0971,-0.28410938,29.419802,-4.119891,13.546003,-8.698335,0.53470737,-4.034938,1.8226503,-4.5453787,5.5901933,4.7828217,south korea,korean11
-396.4431,75.610535,-45.198666,61.215748,-12.07152,-4.600922,-3.6272705,-13.416757,-18.71852,4.0936875,-6.7435813,-17.52742,1.7935778,canada,english159
-280.54434,82.37328,9.764429,30.825617,1.9152213,15.890298,-5.152445,0.19126906,2.91955,-0.20137754,-2.4354346,0.15491702,-2.1484315,usa,english146
-285.0951,79.52638,4.4451685,3.794448,-17.182274,-6.4358354,-13.710243,-6.8386803,-34.189377,-11.527856,-10.518439,-11.143856,-9.191479,myanmar,mizo1
-311.60944,61.612164,6.30033,9.006135,-2.1814058,5.142716,-17.805374,-16.986555,-17.951214,-14.641554,-13.599345,-3.4406836,-20.582157,netherlands,dutch47
-252.63484,138.06047,-38.85483,41.724655,1.5055951,5.0936756,-14.914097,-2.4963508,-21.53127,-10.955355,1.5779439,-17.778818,7.1074886,usa,english379
-275.16168,136.64644,-38.45056,35.46678,-22.99608,5.90779,-19.531322,-0.60434693,-3.0542989,-15.086877,-4.9261765,-4.969589,-8.801548,usa,english475
-299.9908,109.77183,20.703588,33.871838,2.7483983,0.5602793,3.1726146,-0.9925091,2.3379917,3.496774,-1.4479035,5.4869637,-2.4633377,bosnia and herzegovina,bosnian8
-343.12238,74.667244,30.600367,39.719322,-6.4274697,21.338974,-15.889702,11.36186,5.9929185,-2.9895215,-5.0409517,3.158788,-0.8343338,australia,english148
-309.88126,84.08212,2.0146186,20.29782,-9.322692,-23.488028,-8.181845,-5.6165886,-22.587019,2.8283682,-3.9135313,-11.703876,-3.2248201,usa,english257
-352.79965,101.24545,29.97727,33.106853,24.740438,9.106386,0.7142744,2.0623333,-3.861095,-5.2595735,-2.802399,-5.803847,-4.622937,venezuela,spanish2
-311.53647,89.61793,-9.151513,13.791584,-8.959323,-8.107475,-14.066563,-14.769989,-8.152079,1.6312357,6.9588246,2.659897,-0.44859785,usa,english15
-356.85178,90.71549,18.7045,27.887758,11.541508,5.8218694,-7.5115876,-2.1430204,-1.0007365,-4.555727,-5.6742716,1.5060347,-3.3178675,mexico,spanish98
-326.41443,116.88127,26.739607,27.031254,25.668037,10.458097,3.82862,9.111176,9.761383,3.7655683,1.1339833,5.1783957,6.6271844,ghana,twi2
-315.54367,103.23562,21.872309,31.230352,14.111224,-2.6063046,-5.7789826,-6.3746467,-7.7374563,-7.2639084,-3.2755463,-2.369158,-6.6945148,morocco,arabic5
-231.65681,61.512924,-7.8219147,25.759642,10.286267,5.849925,-0.92094886,-4.171725,-7.3446026,-0.358557,-5.2262077,-1.8350871,-0.51192874,macedonia,macedonian6
-278.28485,118.7885,31.248087,51.116833,8.403498,5.423981,1.5056969,10.3346195,-5.397089,1.382746,-6.30186,8.051914,0.7032247,hungary,hungarian7
-320.9932,46.539463,-32.66789,23.64558,4.1608477,-0.3194248,-4.3637557,-11.599145,2.3818555,1.3439285,-7.522194,0.12566283,-2.903006,usa,english75
-311.15695,88.394646,8.3157425,45.988503,2.7172701,3.9611692,0.32763052,2.575729,-8.091841,5.919793,-10.073962,2.6871495,-2.047515,brazil,portuguese7
-292.0096,64.16586,9.884133,12.497221,-6.5181084,-16.871128,-38.755894,-6.2559805,-15.586426,-2.7737885,-26.412638,-0.1080925,-19.76238,nicaragua,miskito5
-293.71246,131.62535,4.3532467,45.747936,-6.2193847,8.8428755,-13.11976,1.7039217,-6.7496276,-12.417528,1.0668436,-5.225119,2.0465004,ecuador,spanish31
-378.6974,60.92257,0.34672663,10.343024,-0.622233,-11.523166,-26.479944,3.4555006,-12.373575,-11.603113,-10.152253,-5.593637,-9.226334,nicaragua,spanish151
-277.07086,85.72148,24.805923,31.726694,12.913778,-11.021749,10.742892,-5.304145,-11.776044,-0.46661904,7.540714,10.278194,-1.0685767,republic of georgia,georgian1
-329.96872,100.63418,32.7966,44.790565,18.033545,14.742958,-20.060247,-8.261818,9.734826,-8.565136,-6.514596,4.2244205,-5.7309523,iraq,kurdish4
-288.18176,109.63162,18.665152,32.69066,9.940657,-3.6880662,-9.431766,-6.2904906,-15.200662,1.1391087,-1.301283,2.6183906,-5.7766786,usa,english19
-327.00363,154.05518,-21.577402,12.473346,22.813705,0.79529375,5.0483274,10.296264,7.2841463,14.908161,5.9199667,-1.7231694,2.891506,the bahamas,english436
-320.51343,85.34217,1.0098168,33.24323,-22.473082,30.891512,-16.541424,-1.9581372,-11.126942,-6.051442,8.041227,-10.810307,1.724268,uk,english366
-271.92862,83.20873,23.079592,28.002556,-10.596627,16.850836,-8.175463,8.1103325,-3.0826502,-8.311235,-5.325556,-7.1587257,-13.394159,usa,english133
-242.29465,58.02796,5.4593263,1.1816565,-4.6411233,-8.02234,-25.398014,-13.564007,-21.354652,-7.8947825,-20.228352,-4.102817,-17.681334,usa,english551
-285.6301,104.16703,25.528614,37.222393,8.852314,2.2870114,-3.2875342,-3.2004433,-1.3987418,-5.2694173,-1.9937872,5.968936,-1.5577018,bosnia and herzegovina,serbian15
-323.91995,103.20723,-0.0640566,28.463776,-2.065441,-0.41462338,-17.255829,-13.738356,-18.472301,-8.1386385,-5.5682254,-6.4471354,-4.945023,argentina,spanish86
-369.44577,55.7198,-20.1722,1.8584311,-11.094159,-21.28992,-6.304841,-15.06548,-22.39407,-9.5458,-18.219353,1.7195263,-12.181656,united arab emirates,arabic94
-302.69403,127.081116,-15.138092,23.985205,6.1613007,-1.0878841,-15.049893,-16.696281,-12.582815,-3.1061041,-0.23932914,-9.916953,-3.4621387,usa,english341
-355.69238,131.0062,-20.27608,21.822874,-5.934057,34.580116,-9.490771,-31.882772,2.435578,-6.288976,2.3667629,-9.672313,-2.108494,canada,english312
-297.73416,93.27855,20.021683,32.819523,12.977293,6.361272,0.0027401573,1.8576429,1.609784,5.5829206,-0.8682067,2.6262686,3.6582625,usa,english96
-276.06985,116.41866,0.57369214,37.080627,13.034919,-0.6381643,-1.9586546,-2.8254936,-1.3380787,-1.4381715,-7.601996,0.30435112,-6.314286,usa,english10
-295.97513,126.787895,16.308146,8.486705,12.214252,-5.3790073,-3.5243094,2.2177885,-8.408338,0.32254657,-11.858997,0.97306556,-6.9455967,usa,english544
-312.31213,101.48752,21.950483,34.409775,1.5459129,-8.984172,-2.6668901,5.8693824,1.1892976,7.8623185,-8.893882,6.889,-6.144538,ghana,ga2
-323.57144,98.62439,6.945509,42.538456,-1.0757902,0.010696541,-22.705204,-2.8814867,-8.961946,-5.1002665,-9.738709,-11.575196,0.9911049,ivory coast,french34
-363.2586,75.1419,35.928425,11.509115,3.9475904,-13.9660425,-2.1506875,1.558886,-22.335537,-14.907371,-2.57731,-8.520612,-3.7732356,bangladesh,bengali3
-350.80942,98.872055,13.482596,32.883213,9.800561,13.154749,-36.267673,-11.642946,-5.935276,-7.0482073,-9.97096,-4.16816,2.1104867,somalia,somali2
-281.1026,162.63321,-5.790267,38.38571,-1.2960707,13.551401,-10.689946,-2.3436165,-5.9372196,-2.018947,-2.3014,-7.9885635,1.4124795,bolivia,spanish32
-322.4502,109.06299,20.530964,45.77538,25.189167,15.897393,-5.7778716,-21.365938,7.4308906,1.2746458,-10.108799,0.6372723,1.4480778,mongolia,mongolian4
-283.23645,86.81373,-14.332606,31.63256,-34.56065,45.543503,-29.758415,2.4060657,-12.62343,10.767624,-8.410301,-1.7888641,-2.15967,canada,english296
-286.19095,102.239105,18.696136,14.838681,20.171764,3.5155265,-12.02406,-3.0567966,-9.418143,6.8424706,-2.564286,3.3241475,-1.2352879,usa,english21
-302.58328,86.89918,11.338842,30.704744,10.035432,7.8933983,-3.0268419,-4.1674495,-1.3457316,-7.1368566,-4.8015804,1.6864684,-4.510373,australia,english404
-263.44962,90.35071,-2.9856176,17.388762,-17.452702,-0.9974296,-20.109169,-4.369687,-2.4943316,-13.071278,-2.6282842,1.0049417,-3.9143698,ukraine,russian3
-220.20045,90.10541,-0.017826896,15.117244,0.57412434,-1.0065228,-8.047103,-8.71675,-5.076269,-9.914576,-7.481779,5.728213,-13.468109,brazil,portuguese16
-412.94186,63.921135,-2.3444667,2.684784,-38.37753,-13.024626,-10.464168,-18.40596,-7.1556373,-7.9170666,-7.1661386,-6.690463,-8.016949,china,mandarin61
-308.77243,100.74883,-10.672212,50.662178,-23.277117,-7.0384707,-28.564508,2.654886,-14.481485,-10.444945,-9.775103,-8.157461,2.100392,turkey,turkish12
-324.13394,103.11255,-10.0643015,34.944767,-6.8881516,-7.576999,-21.707834,-6.3738184,-13.087744,-12.947049,-3.5221634,0.33477387,-4.483412,south korea,korean23
-266.6818,65.04851,6.335456,51.010895,-10.563844,-0.7796296,-25.742697,-9.964167,-8.0797205,-5.8735847,-13.13745,-5.9782157,-12.669213,ireland,irish1
-364.37286,107.18408,-17.486237,18.29038,-10.496009,-18.931305,-4.331941,-29.445415,-16.718756,-6.912114,-12.59793,-8.02065,-12.655672,japan,japanese14
-313.74194,57.510715,12.787327,19.147144,-8.58032,-10.831539,-53.367157,-5.8810396,-17.213575,-17.934345,0.32867137,-12.697004,-17.440454,usa,english428
